,model,accuracy,precision,recall,f1score,specificity
0,logit,0.7549360523238349,0.7391993163712567,0.7036877301065048,0.720513066122961,0.7533208534711591
0,randomforest,0.7577043981276248,0.7414994767988714,0.7087842295905025,0.726592572633083,0.7541345059657389
0,xgboost,0.7600114443042278,0.7340729670844867,0.7349403332169262,0.7342112677337135,0.7594164316027846
