,model,accuracy,precision,recall,f1score,specificity
0,logit,0.75525431460205,0.7387963365727361,0.703758752073014,0.72096211474502,0.7533208534711591
0,randomforest,0.7564794095235166,0.7419060698195236,0.709881656156088,0.7239896020137475,0.7529812513753738
0,xgboost,0.7619366643447714,0.733784691850478,0.7321441110743967,0.7348664505143462,0.7594164316027846
